toko,nama_barang,ulasan,rating
ismile-indonesia,[ iSmile X Sefrico ] Apple iPhone 13 128GB Garansi Resmi,"2 kali beli di sini
Tidak mengecewakan 
Lumayan",5
ismile-indonesia,,,5
ismile-indonesia,Apple iPhone 13 128GB Garansi Resmi Indonesia,Nice,5
ismile-indonesia,Apple iPhone 16 Garansi Resmi - 128GB 256GB 512GB,"Barang ori, need improve untuk cut off pengiriman instant",5
ismile-indonesia,[ iSmile X Sefrico ] Apple iPhone 15 128GB Garansi Resmi,Good,5
ismile-indonesia,[ iSmile X Sefrico ] Apple iPhone 13 128GB Garansi Resmi,recommended. dapet yang garansi digimap. Tengsss admin,5
ismile-indonesia,,Pkoknya baguslah beli barang elektronik di smile murah terjankau,4
ismile-indonesia,Ugreen Magsafe Case Classy Clear Clear-Black For iPhone 16 Series Resmi,Bagus,5
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,"kondisi aman, ori tidak diragukan, dapet kode yg SA/A",5
ismile-indonesia,[ iSmile x Sefrico ] Apple iPhone 16 128GB 256GB 512GB Garansi Resmi,"Pengiriman Cepatt , barang bagus dapet yg PA/A Rekomendasi banget",5
ismile-indonesia,Apple iPhone 15 Garansi Resmi 128GB 256GB 512GB,transaksi ke 2 selalu tidak mengecewakan. terbaik..,5
ismile-indonesia,,charger ori garansi resmi,5
ismile-indonesia,[ iSmile X Sefrico ] Apple iPhone 13 128GB Garansi Resmi,"Paket sdh sampe, paling rapi dan aman , barang masih baru, segel & original, harga bersahabat, seller recomended...",5
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,segel bergaransi baru dipake 3 hari madepppp,5
ismile-indonesia,Apple iPhone 15 Garansi Resmi 128GB 256GB 512GB,"barangnya bagus dan rekomended, untuk chat admin boleh di perbaiki lagi makasih ya",4
ismile-indonesia,[ iSmile x Irvan Galih ] Apple iPhone 13 128GB Garansi Resmi,Kualitas pengerjaan: Goood,5
ismile-indonesia,,Mantap sesuai pesanan!!!,5
ismile-indonesia,Apple iPhone 16 Pro Max Garansi Resmi - 256GB 512GB 1TB,Sudah di terima. Masih bersegel dan tidak ada lecet,5
ismile-indonesia,[ iSmile x 805Gadget ] Apple iPhone 13 128GB Garansi Resmi,Mantap,5
ismile-indonesia,Apple Watch Series 10 2024 GPS 42mm 46mm Alumunium Case Sport Band,"oke pengiriman cepat, barangnya belum liat sih.. hehee",5
ismile-indonesia,Apple iPhone 15 Garansi Resmi 128GB 256GB 512GB,"Dapet harga 10,2 jt 🥰🥰🥰",5
ismile-indonesia,,good,5
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,barang diterima dengan baik...belum di unbox karna bukan saya punya.terima kasih,5
ismile-indonesia,Apple Watch Series 9 2023 GPS 41mm 45mm Sport Band,"Barang resmi sesuai deskripsi
packing aman
pengiriman cepat",5
ismile-indonesia,[ iSmile x K ] Apple iPhone 13 128GB Garansi Resmi,Top,5
ismile-indonesia,[ iSmile X Robi Bois ] Apple iPhone 13 128GB Garansi Resmi,Antik,5
ismile-indonesia,,"barang lengkap, cepat, packing aman, maaf belum bisa review pemakaian karena untuk hadiah semoga tidak ada kendala
terima kasih",5
ismile-indonesia,[ iSmile x Irvan Galih ] Apple iPhone 13 128GB Garansi Resmi,mantap,5
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,"Barang tidak bisa direview karena barang tidak sampai, dibawa kabur kurir.",1
ismile-indonesia,Apple iPhone 16 Pro Max Garansi Resmi - 256GB 512GB 1TB,"Akhirnya setelah dibatalkan dan order ulang, sampai juga ini barang 🙂‍↔️",4
ismile-indonesia,[ Live Exclusive ] Apple 20W USB-C Power Adapter Garansi Resmi,Good,5
ismile-indonesia,Apple Watch Series 9 2023 GPS 41mm 45mm Sport Band,"top markotop, seller kebangetan gercep + responsif, dalam hitungan menit barang langsung dikemas lalu dikirim dalam kondisi packing super aman full bublewrap. barang ori...",5
ismile-indonesia,,top,5
ismile-indonesia,Apple iPhone 13 128GB Garansi Resmi Indonesia,"Lucuww**** First time punya iPhone, dan memercayainya dengan membeli di iSmile. Harga lebih terjangkau tetapi original. Luvvv 🌸 CO siang dikirim sore. Uhuy mantap.",5
ismile-indonesia,[ iSmile x Irvan Galih ] Apple iPhone 13 128GB Garansi Resmi,segel hampir kebuka. terindikasi repack. hati2 aja yang beli disini,1
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,"barang segel, masih baguss, makasih minn",5
ismile-indonesia,[ iSmile x K ] Apple iPhone 13 128GB Garansi Resmi,Mantap pesanan sampai dg selamat,5
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,Produk bagus dan sesuai dengan pesanan,5
ismile-indonesia,,"Alhamdulilah barng sampai dengan selamat, Kualitas OK. Terima Kasih",5
ismile-indonesia,[ iSmile x Irvan Galih ] Apple iPhone 13 128GB Garansi Resmi,Recommended 😻,5
ismile-indonesia,Apple iPhone 15 128GB 256GB 512GB Garansi Resmi,cakep banget,5
ismile-indonesia,[ iSmile x 805Gadget ] Apple iPhone 13 128GB Garansi Resmi,"Fast respon, 👍 produck original",5
ismile-indonesia,,Cepet dan satset. Tapi abang ojolnya minta parkir 2ribu jd siapin aja ya,5
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,"toko terpercaya, sudah 2 kali jajan iphone disini. chat cepat dibalas dan sangat baik. paling aman pakai kurir toko walau biayanya agak lumayan tapi yang penting aman sam...",5
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,"Good quality, good performance, good respone and good delivery",5
ismile-indonesia,Apple iPhone 15 Garansi Resmi 128GB 256GB 512GB,ok,5
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,,5
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,"Barangnya tiba sangat cepat,,, ori bagus dan paling lumayan tebal, garansi digimap,,, makasih saller cepat tanggap… Semoga awettt amin",5
ismile-indonesia,[ iSmile x Irvan Galih ] Apple iPhone 13 128GB Garansi Resmi,aman segel,5
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,Produk asli dan sesuai dengan pesanan. Semoga admin nya bisa lebih ramah lagi sama customer. Thankyou seller,5
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,Gooddddd,5
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,"Terimakasih admin, kondisi iphonenya brand new dan sangat memuaskan 🥰😍",5
ismile-indonesia,Apple iPhone 13 128GB Garansi Resmi Indonesia,,5
ismile-indonesia,Apple iPhone 13 128GB 256GB 512GB Garansi Resmi,Mantap barang sesuai🙌,5
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,Terbukti ori,5
ismile-indonesia,Apple iPhone 13 128GB 256GB 512GB Garansi Resmi,barang sampai dengan selamatt,5
ismile-indonesia,[ iSmile X Sefrico ] Apple iPhone 15 128GB Garansi Resmi,🤩🤩🤩🤩,5
ismile-indonesia,Apple iPhone 13 128GB Garansi Resmi Indonesia,"Iphone kedua yg aku beli di toko ini. Adminnya ramah banget. Barang ori, cantik banget tampilannya. Pengirimannya juga aman, buble wrap tebal. Mantab lah",5
ismile-indonesia,Apple iPhone 13 128GB 256GB 512GB Garansi Resmi,"barang masih segel, respon penjualnya cepat, dapat sesuai yang diinginkan id/a dan semoga awet. terimakasih",5
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,"Dapat barang minus di layar, seperti ada kilatan saat awal buka kunci, pas pengajuan komplain seller malah bilang kalau barang sudah sampai, padahal komplain saya soal ba...",1
ismile-indonesia,[ iSmile x 805Gadget ] Apple iPhone 13 128GB Garansi Resmi,Mantappppopppp,4
ismile-indonesia,[ iSmile X Sefrico ] Apple iPhone 13 128GB Garansi Resmi,Good,5
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,pertama kali nyoba ip jadi coba ip 13 dulu,5
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,,3
ismile-indonesia,[ iSmile X Wenny Wijaya ] Apple iPhone 13 128GB Garansi Resmi,Mantap,5
ismile-indonesia,[ iSmile X Robi Bois ] Apple iPhone 13 128GB Garansi Resmi,Ok,5
ismile-indonesia,[ iSmile X Wenny Wijaya ] Apple iPhone 13 128GB Garansi Resmi,Mantap kk,5
ismile-indonesia,[ iSmile x K ] Apple iPhone 13 128GB Garansi Resmi,Good,5
ismile-indonesia,,Dapet harga promo xixixixi lumayan,5
ismile-indonesia,Apple iPhone 13 128GB Garansi Resmi Indonesia,"seller fast respon, delivery cepat & packing rapi dan barang diterima dgn baik",5
ismile-indonesia,Apple iPhone 16 Garansi Resmi - 128GB 256GB 512GB,"barang sesuai, tp boxnya kotor banget. 
buat kalian yg ragu dan takut beli online, aku rekomen buat pake kurir toko krn udah pasti amann dibandingkan pake ojol",5
ismile-indonesia,[ iSmile X Sefrico ] Apple iPhone 13 128GB Garansi Resmi,Oke,5
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,"mantab, amanah, respon penjual cepat, minta yg garansi GDN, beneran dikasih.
recommend seller, thank you ❤️",5
ismile-indonesia,[ LIVE PROMO ] Apple iPhone 13 128GB Garansi Resmi,sip,5
ismile-indonesia,Apple AirPods 4 with Active Noise Cancellation,Perfect👍,5
ismile-indonesia,Apple iPhone 15 Plus Garansi Resmi - 128GB 256GB 512GB,"Gokillll, pesen hari itu langsung sampe dihari itu juga, terimakasih minnn🙌🙌",5
ismile-indonesia,Apple iPhone 13 128GB 256GB 512GB Garansi Resmi,"Garansi resmi, berfungsi dengan baik, 👍🏼👍🏼",5
ismile-indonesia,Apple iPhone 13 128GB 256GB 512GB Garansi Resmi,"Good phone aman kondisi bagus
Admin yg fast respon",5
ismile-indonesia,[ iSmile X Sefrico ] Apple iPhone 13 128GB Garansi Resmi,Keren,5
ismile-indonesia,[ iSmile x K ] Apple iPhone 13 128GB Garansi Resmi,Bintng lima,5
ismile-indonesia,[ iSmile X Wenny Wijaya ] Apple iPhone 13 128GB Garansi Resmi,ORI 100%,5
ismile-indonesia,[ iSmile X Robi Bois ] Apple iPhone 13 128GB Garansi Resmi,Mantap,5
ismile-indonesia,[ LIVE PROMO ] Apple iPhone 13 128GB Garansi Resmi,packing kurang aman. Saran selain di bublewrap kasih kardus juga,4
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,"mantap lengkap aman, garansi resmi. pelayanan ramah",5
ismile-indonesia,Apple Watch Series 10 2024 GPS 42mm 46mm Alumunium Case Sport Band,Masih segel dan original. Aktivasi mudah. Baru pertama beli disini tp rekomen deh untuk apple.,5
ismile-indonesia,Apple iPhone 13 128GB 256GB 512GB Garansi Resmi,"Barang segel cocok buat hadiah, terima kasih kak",5
ismile-indonesia,[ iSmile x K ] Apple iPhone 15 128GB Garansi Resmi,"baguss masih segel
garansi ibox",5
ismile-indonesia,"Apple Macbook Air M2 13"" Garansi Resmi - 8/256GB 8/512GB",Terimakasih seller karena sangat fast respon dan free office juga,5
ismile-indonesia,Apple iPhone 13 128GB Garansi Resmi,original 👍👍,5
ismile-indonesia,,Terima kasih.,5
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,"Alhamdulillah, datang dengan aman dan selamat, semoga berkah dan awet, terima kasih.",5
ismile-indonesia,,"Alhamdulillah, datang dengan aman, semoga berkah dan awet, terima kasih.",5
ismile-indonesia,[ iSmile X Robi Bois ] Apple iPhone 13 128GB Garansi Resmi,"Alhamdulillah Ya Allah...akhirnya sampai jg pesanan ini, setelah melanglang buana Jkt-Karawang-Tj Pinang-Jkt-Tj Pinang-Pekanbaru-Jkt-Karawang-Purwakarta, chat afiliator/t...",4
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,cepat sesuai harga bersaing semoga awet,5
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,"barang mendarat dengan baik dan mulus. cuma sayang saya minta yg garansi PA/A, tapi yang dikirim SA/A. tapi gpp sih, sama2 garansi resmi dan barang juga sesuai pesanan. t...",5
ismile-indonesia,Apple iPhone 13 128GB Garansi Resmi,bagus original pengiriman cepat admin nya ramah,5
ismile-indonesia,[ iSmile x Muchazir ] Apple iPhone 13 128GB Garansi Resmi,Barang datang sesuai pesanan oke banget,5
ismile-indonesia,[ iSmile x Irvan Galih ] Apple iPhone 16 128GB 256GB 512GB Garansi Resmi,"Paket saya hilang isinya ditukar, tapi sama penjual tidak ada bantuan untuk investigasi, dan di tolak untuk pengajuan pengembalian dana, seller tidak bisa membantu, udah...",1
ismile-indonesia,,"Harganya murah & original,
cuma ekspedisinya yang lama.",5
ismile-indonesia,Vention Wall Charger Gan 20W PD USB C Garansi Resmi,okey,5
ismile-indonesia,,tebal bgt . top,5
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,"barang cepat datang, penjual respon cepat. sedang ada diskon . barang oke..",5
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,"Original, paket sudah sampai dengan baik dan benar.

Toko ini bisa jadi langganan kalau mau beli Iphone lagi 👍👍",5
ismile-indonesia,,diterima kondis baik. transfer data lancar sudah seminggu d pakai semua normal sesuai harapan. seller jozz,5
ismile-indonesia,Apple iPhone 15 Plus Garansi Resmi - 128GB 256GB 512GB,"asli, original iphone, mulussss. puas ekali👍👍",5
ismile-indonesia,,"Kualitas bagus
Barang original tidak diragukan lagi makk..
Seller terpecaya",5
ismile-indonesia,,barang ORI packing aman mantap man..!!,5
ismile-indonesia,[ iSmile X Android Nyel ] Apple iPhone 13 128GB Garansi Resmi,Naise,5
ismile-indonesia,Apple Pencil (Gen ke 2) Garansi Resmi,Ooooooooooooooooooooooooooooooooookkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,5
ismile-indonesia,,"case hp vention mantaap pas di ph iPhone 13, datang lebih cepat",5
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Cras sodales sapien quis augue tempor sagittis. Suspendisse potenti. Sed accumsan velit et nunc hendrerit, vitae...",5
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Cras sodales sapien quis augue tempor sagittis. Suspendisse potenti. Sed accumsan velit et nunc hendrerit, vitae...",5
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Cras sodales sapien quis augue tempor sagittis. Suspendisse potenti. Sed accumsan velit et nunc hendrerit, vitae...",5
ismile-indonesia,,joosss empuk,5
ismile-indonesia,,"josss, harus banyak donggggg",5
ismile-indonesia,[ iSmile X Robi Bois ] Apple iPhone 13 128GB Garansi Resmi,Pelayanan bagus,5
ismile-indonesia,[ iSmile x 805Gadget ] Apple iPhone 13 128GB Garansi Resmi,Mantap,5
ismile-indonesia,[ iSmile x Irvan Galih ] Apple iPhone 13 128GB Garansi Resmi,Good,4
ismile-indonesia,Apple iPhone 15 Plus Garansi Resmi - 128GB 256GB 512GB,barangnya sesuai gambar dan ori,5
ismile-indonesia,[ iSmile x 805Gadget ] Apple iPhone 13 128GB Garansi Resmi,Pengiriman cepat,5
ismile-indonesia,[ iSmile x K ] Apple iPhone 15 128GB Garansi Resmi,"Lens clarity: 10
Quality of work: 10
System performance: 10",5
ismile-indonesia,Apple AirPods Max 2 Garansi Resmi,"respon seller cepat, respon untuk DM juga oke, recommended seller, barangnya jaminan oke, InsyaAllah next repeat order lagi
yg paling penting packing aman dan pengiriman...",5
ismile-indonesia,[ iSmile x Irvan Galih ] Apple iPhone 13 128GB Garansi Resmi,Bgus,5
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,"iPhone Original, recommended.. bagus packing rapih.. pengiriman cepat..",5
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,"terimakasih seller barang sudah saya terima dlm kondisi baik, sellernya ramah cpt responnya, paling sangat2lah rekomondit",5
ismile-indonesia,[ iSmile x 805Gadget ] Apple iPhone 13 128GB Garansi Resmi,Mantap admin responsif,5
ismile-indonesia,Apple Watch Series 10 2024 GPS 42mm 46mm Alumunium Case Sport Band,"barang masih segel ori 100%, pengiriman cepat",5
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,Mantap aman cepet tp barang flash sale gabisa request garansi,5
ismile-indonesia,[ iSmile x 805Gadget ] Apple iPhone 13 128GB Garansi Resmi,Ori mantab,5
ismile-indonesia,Apple iPhone 13 128GB 256GB 512GB Garansi Resmi,Barang greenpeel insyaAllah ori,5
ismile-indonesia,[ iSmile X Robi Bois ] Apple iPhone 13 128GB Garansi Resmi,overal good,5
ismile-indonesia,"Apple Macbook Air M1 Garansi Resmi 13"" 8GB 256GB - 256GB 512GB",garansi kenapa oct 2025? padahal beli bln mei 2025,4
ismile-indonesia,Ugreen Laptop Sleeve Bag 11 13 14 Inch Tas Laptop Macbook Grey Resmi,bagus,5
ismile-indonesia,,tidak lifetime ya,3
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,"Sudah d chat minta nota nya tidak dikirim, bilang mau d email tdk juga kebiasaan pedagang egois kalo uang sdh diterima pelayanan tdk lagi dipentingkan.",1
ismile-indonesia,[ iSmile X Sefrico ] Apple iPhone 13 128GB Garansi Resmi,Mantabb,5
ismile-indonesia,,Tebal packing jadi aman buat unit,5
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,"Mantab semua, packing tebal jadi aman buat hpnya, segel masih utuh.",5
ismile-indonesia,Apple iPhone 13 128GB Garansi Resmi Indonesia,,5
ismile-indonesia,,"Pengiriman cepat, barang original, kemasan tertutup rapat, harga lbh murah dr toko sebelah",5
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,Sesuai Deskripsi,5
ismile-indonesia,[ iSmile x Irvan Galih ] Apple iPhone 13 128GB Garansi Resmi,"pengiriman cepat, barang aman.",5
ismile-indonesia,[ iSmile x K ] Apple iPhone 13 128GB Garansi Resmi,Bagus,5
ismile-indonesia,,Original green peel pengiriman cepat harga baikk. Thank you.,5
ismile-indonesia,[ iSmile X Robi Bois ] Apple iPhone 13 128GB Garansi Resmi,Bagus dan aman,5
ismile-indonesia,,teball aman,5
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,barang ori,5
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,Pembelian ke 3xnya disni . Mantaaaaap pokonya,5
ismile-indonesia,[ iSmile X Robi Bois ] Apple iPhone 13 128GB Garansi Resmi,selamat sampai tujuan,5
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,"Pembelian kedua kalinya. The best tidak pernah mengecewakan. Packing rapi, warna sesuai. Rekomendasi beli disini",5
ismile-indonesia,Apple iPhone 13 128GB Garansi Resmi Indonesia,barang sudah diterima sesuai pesanan. original masih segel dipacking dengan baik. terima kasih,5
ismile-indonesia,[ iSmile X Sefrico ] Apple iPhone 13 128GB Garansi Resmi,"request ibox dan dikasihh ibox, luarr biasa❤❤",5
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,Minta gdn atau ibox dptnya digimap,4
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,"Mantap, packing aman banget, pengiriman kilat",5
ismile-indonesia,,ok,5
ismile-indonesia,[ iSmile x Irvan Galih ] Apple iPhone 13 128GB Garansi Resmi,"J
Kualitas pengerjaan: Ok
Performa sistem: Ok",5
ismile-indonesia,Apple iPhone 13 Garansi Resmi - 128GB 256GB 512GB,segell mantapp,5
ismile-indonesia,Apple iPhone 13 128GB 256GB 512GB Garansi Resmi,"Barang original, pengiriman cepat. Reccommended.",5
ismile-indonesia,Apple iPhone 13 128GB Garansi Resmi Indonesia,,5
ismile-indonesia,,"Pesen lgsung dikirim sama sellernya, walau pke sameday tp lgsung ke kirim dihari yg sama.",5
ismile-indonesia,[ iSmile X Sefrico ] Apple iPhone 13 128GB Garansi Resmi,Bagus,5
ismile-indonesia,Apple iPhone 13 128GB 256GB 512GB Garansi Resmi,"mantap,unit berfungsi normal,pengiriman cepat terima kasih ya.",5
ismile-indonesia,[ iSmile x 805Gadget ] Apple iPhone 13 128GB Garansi Resmi,ori segel...mks seller,5
ismile-indonesia,[ iSmile x Irvan Galih ] Apple iPhone 13 128GB Garansi Resmi,Mantap,5
ismile-indonesia,[ iSmile X Robi Bois ] Apple iPhone 13 128GB Garansi Resmi,sesuai orderan,5
ismile-indonesia,[ iSmile X Android Nyel ] Apple iPhone 13 128GB Garansi Resmi,Terimakasih !,5
ismile-indonesia,[ iSmile x K ] Apple iPhone 16 128GB 256GB 512GB Garansi Resmi,Mantap👌🏻,5
ismile-indonesia,[ iSmile X Robi Bois ] Apple iPhone 13 128GB Garansi Resmi,Nice rekomended,5
ismile-indonesia,[ iSmile x K ] Apple iPhone 15 128GB Garansi Resmi,Sesuai,5
ismile-indonesia,Apple iPhone 15 Garansi Resmi - 128GB 256GB 512GB,barangnya bagus respon toko cepat cuma kotaknya kotor,4
ismile-indonesia,Apple iPhone 15 128GB 256GB 512GB Garansi Resmi,"Barangnya bagus, kakak seller nya ramah and helpfull bngt !!! instant gojeknya cepet terima kasihh yaa",5
